1,1
2,1
3,3
4,1
5,1
6,1
7,1
8,4
9,1
10,1
11,3
12,3
13,4
14,1
15,2
16,1
17,1
18,1
19,4
20,1
21,3
22,1
23,4
24,1
25,1
26,1
27,3
28,1
29,4
30,1
31,1
32,1
33,1
34,1
35,1
36,1
37,3
38,1
39,2
40,1
41,1
42,1
43,3
44,1
45,1
46,5
47,1
48,3
49,1
50,1
51,1
52,1
53,1
54,4
55,1
56,1
57,1
58,4
59,3
60,1
61,2
62,1
63,3
64,1
65,1
66,1
67,4
68,3
69,1
70,3
71,2
72,1
73,3
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,3
83,1
84,1
85,4
86,1
87,1
88,3
89,3
90,1
91,4
92,1
93,1
94,4
95,1
96,1
97,1
98,2
99,3
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,4
108,1
109,1
110,2
111,1
112,1
113,1
114,4
115,3
116,1
117,1
118,1
119,1
120,4
121,1
122,1
123,1
124,1
125,1
126,4
127,1
128,1
129,3
130,3
131,1
132,2
133,5
134,1
135,1
136,4
137,1
138,1
139,1
140,1
141,7
142,1
143,3
144,4
145,6
146,6
147,1
148,1
149,3
150,3
151,1
152,1
153,1
154,1
155,2
156,1
157,1
158,1
159,3
160,1
161,4
162,1
163,
164,1
165,1
166,4
167,1
168,1
169,1
170,3
171,1
172,1
173,1
174,1
175,3
176,1
177,1
178,4
179,1
180,1
181,1
182,1
183,1
184,1
185,3
186,1
187,3
188,1
189,1
190,1
191,1
192,4
193,1
194,2
195,1
196,1
197,1
198,3
199,1
200,4
201,1
202,8
203,1
204,9
205,1
206,1
207,1
208,1
209,4
210,3
211,5
212,1
213,1
214,1
215,1
216,4
217,3
218,3
219,1
220,4
221,1
222,1
223,1
224,1
225,4
226,1
227,1
228,3
229,2
230,1
231,1
232,1
233,1
234,1
235,1
236,4
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,4
245,1
246,3
247,1
248,1
249,4
250,1
251,3
252,1
253,1
254,1
255,1
256,4
257,1
258,3
259,2
260,1
261,1
262,1
263,1
264,1
265,4
266,1
267,1
268,1
269,1
270,3
271,1
272,1
273,4
274,1
275,3
276,2
277,1
278,3
279,1
280,1
281,1
282,1
283,1
284,4
285,10
286,10
287,10
288,10
289,10
290,10
291,10
292,10
293,10
294,11
295,11
296,11
297,11
298,11
299,11
300,11
301,11
302,11
303,12
304,12
305,12
306,12
307,12
308,12
309,12
310,12
311,12
312,12
313,12
314,12
315,12
316,12
317,12
318,12
1,13
2,13
3,13
4,13
5,13
6,13
7,13
8,13
9,13
10,13
11,13
12,13
13,13
14,13
15,13
16,13
17,13
18,13
19,13
20,13
21,13
22,13
23,13
24,13
25,13
26,13
27,13
28,13
29,13
30,13
31,13
32,13
33,13
34,13
35,13
36,13
37,13
38,13
39,13
40,13
41,13
42,13
43,13
44,13
45,13
46,13
47,13
48,13
49,13
50,13
51,13
52,13
53,13
54,13
55,13
56,13
57,13
58,13
59,13
60,13
61,13
62,13
63,13
64,13
65,13
66,13
67,13
68,13
69,13
70,13
71,13
72,13
73,13
74,13
75,13
76,13
77,13
78,13
79,13
80,13
81,13
82,13
83,13
84,13
85,13
86,13
87,13
88,13
89,13
90,13
91,13
92,13
93,13
94,13
95,13
96,13
97,13
98,13
99,13
100,13
101,13
102,13
103,13
104,13
105,13
106,13
107,13
108,13
109,13
110,13
111,13
112,13
113,13
114,13
115,13
116,13
117,13
118,13
119,13
120,13
121,13
122,13
123,13
124,13
125,13
126,13
127,13
128,13
129,13
130,13
131,13
132,13
133,13
134,13
135,13
136,13
137,13
138,13
139,13
140,13
141,13
142,13
143,13
144,13
145,13
146,13
147,13
148,13
149,13
150,13
151,13
152,13
153,13
154,13
155,13
156,13
157,13
158,13
159,13
160,13
161,13
162,13
163,13
164,13
165,13
166,13
167,13
168,13
169,13
170,13
171,13
172,13
173,13
174,13
175,13
176,13
177,13
178,13
179,13
180,13
181,13
182,13
183,13
184,13
185,13
186,13
187,13
188,13
189,13
190,13
191,13
192,13
193,13
194,13
195,13
196,13
197,13
198,13
199,13
200,13
201,13
202,13
203,13
204,13
205,13
206,13
207,13
208,13
209,13
210,13
211,13
212,13
213,13
214,13
215,13
216,13
217,13
218,13
219,13
220,13
221,13
222,13
223,13
224,13
225,13
226,13
227,13
228,13
229,13
230,13
231,13
232,13
233,13
234,13
235,13
236,13
237,13
238,13
239,13
240,13
241,13
242,13
243,13
244,13
245,13
246,13
247,13
248,13
249,13
250,13
251,13
252,13
253,13
254,13
255,13
256,13
257,13
258,13
259,13
260,13
261,13
262,13
263,13
264,13
265,13
266,13
267,13
268,13
269,13
270,13
271,13
272,13
273,13
274,13
275,13
276,13
277,13
278,13
279,13
280,13
281,13
282,13
283,13
284,13
285,14
